,0
2761,1512162
2762,1508051
2763,1524362
2764,1391974
2765,1631775
2766,1665445
2767,937394
2768,1579111
2769,813917
2770,1455468
2771,1540531
2772,1542143
2773,1156175
2774,1573876
2775,1521951
2776,1599444
2777,1511881
2778,1280043
2779,1513013
2780,1653202
2781,1618824
2782,1569453
2783,1407409
2784,1638269
2785,1499882
2786,1423053
2787,1283718
2788,1629996
2789,1592643
2790,938487
2791,1345471
2792,1091860
2793,1632833
2794,1600327
2795,1508755
2796,1165002
2797,1559771
2798,1583977
2799,1382333
2800,1628121
2801,1504681
2802,1536890
2803,1430681
2804,40545
2805,1277303
2806,1388348
2807,1522955
2808,1332160
2809,1633446
2810,1125725
2811,1307748
2812,1635663
2813,945444
2814,1633909
2815,790354
2816,1456927
2817,1175523
2818,1603905
2819,924171
2820,1667140
2821,1472322
2822,1218275
2823,60086
2824,1027799
2825,872162
2826,1442573
2827,1280051
2828,1128213
2829,1511381
2830,1597878
2831,72971
2832,1634255
2833,1497637
2834,858877
2835,764068
2836,1657428
2837,904163
2838,1389507
2839,1287978
2840,1455704
2841,1427196
2842,1015086
2843,1317253
2844,1352526
2845,1028874
2846,763848
2847,1491617
2848,1266014
2849,917579
2850,1313345
2851,1021223
2852,1008937
2853,1652522
2854,1315926
2855,1556168
2856,906304
2857,1423045
2858,1335325
2859,1539066
2860,1658652
2861,1477024
2862,1498900
2863,1550057
2864,1313294
2865,1303241
2866,1047859
2867,1606507
2868,1380393
2869,1157765
2870,1540141
2871,1328785
2872,1128286
2873,1599562
2874,1633709
2875,1352428
2876,1634212
2877,938206
2878,1108831
2879,1564770
2880,1616882
2881,1536430
2882,1011659
2883,1534866
2884,1167553
2885,1624510
2886,1431518
2887,1541617
2888,1632554
2889,1600151
2890,783412
2891,1633896
2892,778963
2893,1411530
2894,1021008
2895,1259671
2896,1569886
2897,1529872
2898,1569099
2899,1649888
2900,1406313
2901,883511
2902,1641440
2903,1661568
2904,1099281
2905,1666024
2906,1261239
2907,806097
2908,1461790
2909,1638555
2910,9631
2911,1599760
2912,1080382
2913,314169
2914,1484368
2915,1541996
2916,899051
2917,1114739
2918,776867
2919,1535631
2920,1386929
2921,1432354
2922,866780
2923,1056973
2924,1461201
2925,1386714
2926,1625244
2927,1535385
2928,1601160
2929,1600746
2930,1382303
2931,1642275
2932,764106
2933,1632368
2934,1304096
2935,1551727
2936,1642305
2937,1616328
2938,1035463
2939,1305841
2940,1569148
2941,1591765
2942,1056491
2943,938582
2944,1478417
2945,1061170
2946,1632574
2947,1576102
2948,1505817
2949,1510974
2950,1598147
2951,1532618
2952,1262124
2953,1424467
2954,1422771
2955,1482390
2956,1374998
2957,1058949
2958,1526411
2959,1595509
2960,1014358
2961,1334429
2962,1665976
2963,1463698
2964,1590491
2965,1540796
2966,1569143
2967,905567
2968,1403438
2969,1299910
2970,1343781
2971,1216093
2972,1592616
2973,1342857
2974,1161822
2975,743127
2976,1378559
2977,1569656
2978,933429
2979,919086
2980,108572
2981,1607925
2982,1499094
2983,1447884
2984,1164632
2985,1168889
2986,1078135
2987,1605522
2988,98561
2989,1595725
2990,1415912
2991,1585822
2992,1352871
2993,1352543
2994,1510809
2995,1555829
2996,1214639
2997,1597409
2998,1455176
2999,1367786
3000,1464586
3001,883790
3002,1599371
3003,1166559
3004,1546592
3005,1454027
3006,1493921
3007,1512384
3008,1540425
3009,1276151
3010,1575581
3011,1632801
3012,1602198
3013,1166741
3014,1314377
3015,1070265
3016,1630363
3017,1592476
3018,1512419
3019,1438284
3020,315054
3021,1512611
3022,1454759
3023,1576277
3024,1456670
3025,1461287
3026,1544731
3027,919219
3028,1473116
3029,750556
3030,1026303
3031,1286295
3032,1082215
3033,1426771
3034,1132356
3035,816788
3036,1134319
3037,1009005
3038,1082045
3039,1294588
3040,1255435
3041,1543991
3042,1510912
3043,1484165
3044,1316466
3045,1094749
3046,1132716
3047,1512991
3048,1537055
3049,1140022
3050,1021944
3051,932752
3052,1329375
3053,1313978
3054,1399069
3055,1323953
3056,1389563
3057,1556785
3058,1607978
3059,1297496
3060,1566414
3061,1566968
3062,1540866
3063,1034369
3064,1490429
3065,1133639
3066,1630243
3067,1166716
3068,1603466
3069,1483796
3070,2230
3071,1567195
3072,1454138
3073,1172779
3074,1456417
3075,714364
3076,793650
3077,1291274
3078,1637359
3079,1354821
3080,1047339
3081,1484205
3082,1554308
3083,1278573
3084,1590073
3085,1665727
3086,1665446
3087,1577774
3088,1331693
3089,1079738
3090,820124
3091,842782
3092,886982
3093,820330
3094,1309342
3095,1485921
3096,1463753
3097,1120927
3098,1133521
3099,51812
3100,1223779
3101,1103245
3102,1535176
3103,1560717
3104,897599
3105,1614986
3106,1058800
3107,1542317
3108,1453415
3109,1450746
3110,1027451
3111,67698
3112,39263
3113,1517642
3114,47288
3115,1510481
3116,1035674
3117,1367663
3118,1568555
3119,809443
3120,1217758
3121,872573
3122,1511144
3123,1478997
3124,1665590
3125,1085041
3126,1654648
3127,1499066
3128,1581793
3129,1544554
3130,1304229
3131,1528436
3132,1633677
3133,9015
3134,1596800
3135,1177132
3136,1387978
3137,1666470
3138,1610520
3139,1426588
3140,1547927
3141,810716
3142,1166385
3143,105495
3144,1539948
3145,769963
3146,942618
3147,1655543
3148,1040198
3149,1631639
3150,1003279
3151,1277158
3152,1568303
3153,1535392
3154,830588
3155,1332784
3156,1481882
3157,1524566
3158,1436871
3159,1306333
3160,1510848
3161,1091923
3162,1630806
3163,948046
3164,1454409
3165,1510870
3166,1428948
3167,763910
3168,1604903
3169,1279888
3170,1130787
3171,728575
3172,1666256
3173,1632248
3174,1123812
3175,1375664
3176,1567755
3177,1513271
3178,49205
3179,1108969
3180,1532520
3181,1664771
3182,1621915
3183,1541539
3184,1633673
3185,1584362
3186,1632932
3187,928400
3188,1080298
3189,1542179
3190,1427271
3191,1482880
3192,1399360
3193,938076
3194,1077428
3195,1635152
3196,712537
3197,919489
3198,1575662
3199,1112520
3200,1540880
3201,1542339
3202,1004248
3203,1493936
3204,1415996
3205,884314
3206,1076964
3207,1427372
3208,1006249
3209,1076598
3210,1599719
3211,1624809
3212,1602263
3213,1281446
3214,1643569
3215,1570782
3216,1543568
3217,1539436
3218,1291424
3219,1542421
3220,807249
3221,1302404
3222,1566653
3223,1054587
3224,1600566
3225,1379995
3226,1571626
3227,1632548
3228,1044929
3229,918537
3230,1665887
3231,1306923
3232,1390202
3233,1597099
3234,1353312
3235,1568068
3236,1056581
3237,1589248
3238,1521079
3239,769954
3240,1079114
3241,1661571
3242,1081407
3243,1370102
3244,1576707
3245,1631118
3246,1645382
3247,1604406
3248,762152
3249,1166767
3250,1455258
3251,1587973
3252,315032
3253,1602072
3254,1583104
3255,1589989
3256,1599892
3257,1388736
3258,877035
3259,1599923
3260,1052100
3261,1131908
3262,1127544
3263,1554656
3264,1190327
3265,225816
3266,1092903
3267,1279912
3268,1381843
3269,901541
3270,1033427
3271,1333792
3272,1015247
3273,1650318
3274,1280511
3275,1569502
3276,1575578
3277,1009207
3278,939334
3279,1492040
3280,1665359
3281,1618376
3282,1511291
3283,1041885
3284,1478434
3285,51762
3286,1026013
3287,1625986
3288,1133999
3289,1450008
3290,1466538
3291,1289442
3292,872732
3293,1580572
3294,1373442
3295,1666624
3296,1542631
3297,1531593
3298,1661144
3299,1600189
3300,1463524
3301,1599350
3302,1389400
3303,1633680
3304,1102598
3305,1543830
3306,1454288
3307,1017918
3308,1525092
3309,1468395
3310,1320168
3311,1054233
3312,1005354
3313,1071640
3314,1423875
3315,1177244
3316,1535279
3317,1611848
3318,1430308
3319,1276460
3320,1104329
3321,1389709
3322,1666664
3323,1512145
3324,1005817
3325,1009006
3326,1582090
3327,1593404
3328,1390113
3329,1569117
3330,1364725
3331,1598015
3332,1633002
3333,932540
3334,1334430
3335,1640445
3336,1456114
3337,846633
3338,1569633
3339,1492162
3340,1527781
3341,1092688
3342,1376192
3343,1511985
3344,1051042
3345,1318293
3346,1389223
3347,1054554
3348,1481714
3349,1297731
3350,1163648
3351,1142031
3352,1533551
3353,1372939
3354,1226886
3355,801166
3356,1654847
3357,1470766
3358,1512910
3359,1388469
3360,1276853
3361,1133939
3362,1587281
3363,1611613
3364,1633603
3365,1367401
3366,1634865
3367,1569740
3368,1616009
3369,1564220
3370,1666746
3371,1512754
3372,1350879
3373,1631353
3374,1506208
3375,1665925
3376,1167495
3377,1551867
3378,1081668
3379,1020617
3380,1135121
3381,1540867
3382,938552
3383,1537014
3384,1542302
3385,1611518
3386,1569292
3387,1317679
3388,1121477
3389,1123320
3390,1360505
3391,1512848
3392,1582732
3393,1453885
3394,1633716
3395,1048921
3396,1049050
3397,1115373
3398,1232621
3399,1600035
3400,878228
3401,1056516
3402,1281084
3403,1388279
3404,1441559
3405,1353323
3406,1587381
3407,1394866
3408,1269950
3409,1158970
3410,1081019
3411,1023279
3412,728100
3413,1307203
3414,733986
3415,1114618
3416,1598352
3417,10742
3418,924920
3419,1009262
3420,1515070
3421,1162870
3422,1013538
3423,936944
3424,1567390
3425,1570396
3426,1610769
3427,1456534
3428,1443077
3429,1573767
3430,1542164
3431,1599325
3432,1385915
3433,1381954
3434,1504404
3435,884589
3436,881432
3437,1623580
3438,1441689
3439,1352895
3440,1061187
3441,1321219
3442,1538037
3443,1541399
3444,1626379
3445,1377452
3446,1259664
3447,1057395
3448,1585550
3449,1221362
3450,1606588
3451,941560
3452,1291422
3453,1290668
3454,1566728
3455,1592405
3456,59951
3457,1352547
3458,1473438
3459,1034771
3460,1511794
3461,1352122
3462,1282197
3463,1535227
3464,1569147
3465,1398825
3466,1615963
3467,1472190
3468,898581
3469,1630691
3470,1092785
3471,1612389
3472,1612865
3473,1382078
3474,1464790
3475,1046192
3476,1319998
3477,948518
3478,1279913
3479,1631773
3480,1377581
3481,1361936
3482,1083323
3483,805676
3484,1352662
3485,1426449
3486,315157
3487,1007095
3488,1166152
3489,1608531
3490,1278951
3491,1291628
3492,1538653
3493,1050442
3494,1103738
3495,1105467
3496,1389191
3497,1538449
3498,1527488
3499,1484040
3500,1595533
3501,1094499
3502,860561
3503,1641891
3504,1532472
3505,1389279
3506,918893
3507,1627436
3508,1569137
3509,1513137
3510,902367
3511,833018
3512,1568280
3513,1484265
3514,1511229
3515,1486946
3516,831001
3517,1605070
3518,1650142
3519,1107310
3520,1085550
3521,1602476
3522,1549575
3523,1619390
3524,837592
3525,1598013
3526,1034569
3527,1040188
3528,1106505
3529,1643354
3530,1632665
3531,1649910
3532,1517429
3533,1596355
3534,1577216
3535,1352924
3536,1476804
3537,1325083
3538,1625246
3539,1497943
3540,1633516
3541,1582271
3542,1385925
3543,1081198
3544,1607825
3545,1295438
3546,1599670
3547,1352261
3548,1387458
3549,1044330
3550,1352764
3551,1632551
3552,1636441
3553,1567889
3554,908551
3555,1512022
3556,1286313
3557,1480751
3558,1542266
3559,319902
3560,1444376
3561,1512779
3562,1050417
3563,1323119
3564,1602603
3565,1601742
3566,1632187
3567,1511702
3568,937522
3569,1336800
3570,1649776
3571,1529541
3572,1590228
3573,908733
3574,1232395
3575,1166309
3576,1282550
3577,1386928
3578,1026081
3579,1162170
3580,1483870
3581,1569118
3582,1566601
3583,1317348
3584,1404599
3585,1480535
3586,1536006
3587,711089
3588,1545812
3589,1574010
3590,1598558
3591,1574661
3592,1541211
3593,1565061
3594,1054257
3595,1655095
3596,1309469
3597,909661
3598,1548997
3599,1280200
3600,860656
3601,1037763
3602,1212225
3603,918504
3604,1546017
3605,1520770
3606,759944
3607,1599275
3608,1105837
3609,883782
3610,1645157
3611,1590784
3612,1406026
3613,1616416
3614,1600403
3615,790502
3616,1636191
3617,919079
3618,1633024
3619,1079397
3620,1633674
3621,1591925
3622,1086762
3623,1159159
3624,1513193
3625,1386792
3626,1404652
3627,1270764
3628,801051
3629,1324659
3630,1382646
3631,1645890
3632,1620636
3633,1546967
3634,1056859
3635,1476179
3636,1071483
3637,1040762
3638,1389275
3639,905608
3640,1425845
3641,1036288
3642,1063296
3643,318989
3644,1533421
3645,1484085
3646,1639754
3647,1610880
3648,947772
3649,1008895
3650,1585045
3651,1247497
3652,1577552
3653,1224890
3654,1352776
3655,1275218
3656,1667134
3657,822581
3658,895213
3659,1615420
3660,314984
3661,1539994
3662,728079
3663,943719
3664,1650290
3665,1007280
3666,1544806
3667,1554871
3668,1011443
3669,1596053
3670,1426318
3671,1487438
3672,831571
3673,1387818
3674,1406857
3675,1278235
3676,1582202
3677,1425738
3678,1438258
3679,944234
3680,1665642
3681,1650135
3682,920441
3683,1054646
3684,1263508
3685,1588873
3686,1480916
3687,1585859
3688,1368163
3689,1106129
3690,1040210
3691,1482171
3692,1598379
3693,1427147
3694,1550191
3695,1033244
3696,1163653
3697,1467902
3698,1640335
3699,1455267
3700,1595853
3701,1061165
3702,1423994
3703,1654599
3704,1030618
3705,1551787
3706,1665054
3707,1599883
3708,1085867
3709,919538
3710,1534949
3711,1536105
3712,1510434
3713,1093060
3714,40729
3715,1616034
3716,1540945
3717,1274413
3718,1640680
3719,1464332
3720,1389610
3721,1536071
3722,1319111
3723,919185
3724,934999
3725,1424878
3726,1638049
3727,1427119
3728,1114702
3729,1556245
3730,1119032
3731,1351903
3732,903949
3733,1369913
3734,1116992
3735,1469219
3736,1606779
3737,276101
3738,1502976
3739,1307493
3740,1600145
3741,1389933
3742,1177719
3743,1061186
3744,1046187
3745,1557485
3746,1053321
3747,1065349
3748,1505639
3749,1413654
3750,1030815
3751,1259261
3752,1626494
3753,1569064
3754,1388168
3755,1144903
3756,1599273
3757,1535862
3758,36644
3759,1016683
3760,884310
3761,1633391
3762,868491
3763,937886
3764,1424177
3765,1538900
3766,1005846
3767,1483238
3768,1001085
3769,1591902
3770,201772
3771,1299582
3772,1347193
3773,1449689
3774,1427350
3775,885062
3776,1559538
3777,1456227
3778,1483339
3779,1424480
3780,1127990
3781,1534843
3782,1552999
3783,1318103
3784,1353110
3785,1352187
3786,1598894
3787,1259313
3788,1426728
3789,1616168
3790,1537345
3791,80255
3792,1340098
3793,919087
3794,788714
3795,1542324
3796,1548392
3797,1561784
3798,1056825
3799,105692
3800,314949
3801,1054425
3802,764112
3803,1589358
3804,1632253
3805,1086619
3806,1390457
3807,1009254
3808,1648101
3809,1624723
3810,1419999
3811,1056831
3812,1037389
3813,1105471
3814,860585
3815,1271347
3816,1156185
3817,320376
3818,1633275
3819,1641864
3820,1263548
3821,1588539
3822,1056827
3823,1357867
3824,1549230
3825,1201001
3826,1384058
3827,900974
3828,1142433
3829,1544224
3830,1604873
3831,1321220
3832,1109767
3833,1486083
3834,1639666
3835,1068829
3836,101199
3837,1128074
3838,1632407
3839,1536063
3840,1477477
3841,1475150
3842,714562
3843,1170152
3844,1386060
3845,1438574
3846,829108
3847,1653168
3848,949509
3849,1203547
3850,1292975
3851,1634208
3852,1109426
3853,1067983
3854,728882
3855,1599054
3856,884423
3857,1085393
3858,1492262
3859,919468
3860,1076809
3861,1410588
3862,1138995
3863,1352675
3864,1589661
3865,1649107
3866,1615359
3867,1444055
3868,1600141
3869,1317208
3870,943518
3871,1582968
3872,1040273
3873,1401388
3874,1593921
3875,1313816
3876,1316539
3877,1105838
3878,752365
3879,1384982
3880,1593380
3881,1137881
3882,1553936
3883,1402174
3884,1080434
3885,1074034
3886,1657134
3887,1140474
3888,1397424
3889,1410830
3890,1599793
3891,1431819
3892,1219062
3893,1035912
3894,1622093
3895,1134813
3896,1483472
3897,19475
3898,825204
3899,1013536
3900,1481957
3901,1133653
3902,1164508
3903,1559020
3904,1348183
3905,1540138
3906,1289643
3907,1470414
3908,1529832
3909,1326389
3910,1362535
3911,1499266
3912,1517857
3913,810958
3914,1608179
3915,1080132
3916,1365474
3917,842766
3918,1477872
3919,1599858
3920,1165408
3921,1575151
3922,1598348
3923,1308527
3924,1406484
3925,1595961
3926,1021117
3927,1252007
3928,1542685
3929,1569205
3930,1492133
3931,1598803
3932,1631615
3933,1008929
3934,1389403
3935,883803
3936,1663649
3937,714142
3938,1165805
3939,1597694
3940,1093276
3941,1479228
3942,1641042
3943,1466546
3944,740913
3945,1048703
3946,1623707
3947,1483738
3948,1475483
3949,1654175
3950,1042046
3951,1097278
3952,1335977
3953,1568891
3954,905591
3955,799003
3956,1273087
3957,1445911
3958,1536340
3959,1535602
3960,1315421
3961,1633624
3962,872259
3963,1054522
3964,310051
3965,1628676
3966,1431431
3967,1631614
3968,1608046
3969,1599749
3970,1218210
3971,1121908
3972,1346378
3973,1273960
3974,1581465
3975,1133385
3976,919192
3977,1666558
3978,1505183
3979,1458461
3980,1599620
3981,1074272
3982,1412031
3983,1630939
3984,943656
3985,1540142
3986,1230765
3987,1666659
3988,1016972
3989,1567738
3990,1010873
3991,1259927
3992,1598841
3993,1599016
3994,1071341
3995,1607147
3996,1450144
3997,1356643
3998,1314376
3999,1352860
4000,1597298
4001,1641391
4002,1135077
4003,1009258
4004,1537607
4005,1599466
4006,1301743
4007,1399794
4008,1536727
4009,1380443
4010,1165797
4011,1021642
4012,1132699
4013,1584086
4014,1033505
4015,1583092
4016,1381055
4017,1350780
4018,1353411
4019,1633366
4020,1621855
4021,1633861
4022,1666737
4023,1466495
4024,1512545
4025,1056559
4026,1591122
4027,1426319
4028,1633362
4029,1454423
4030,1527914
4031,1080493
4032,1633517
4033,1616525
4034,1008894
4035,1044924
4036,1038661
4037,810672
4038,1454893
4039,1278793
4040,1426083
4041,1335851
4042,1358253
4043,1513783
4044,1411512
4045,1608108
4046,1332811
4047,1365707
4048,1034012
4049,24386
4050,1633445
4051,724683
4052,1390063
4053,1047644
4054,1596077
4055,1538642
4056,1651424
4057,1483170
4058,1667019
4059,1175954
4060,1350660
4061,1330709
4062,1535782
4063,20286
4064,1394096
4065,1160106
4066,1317195
4067,1319691
4068,1578621
4069,1469528
4070,1632108
4071,1601539
4072,1582384
4073,1455924
4074,216851
4075,1541596
4076,1593191
4077,1578258
4078,1298088
4079,1507971
4080,1631273
4081,1000490
4082,1588456
4083,1598245
4084,1631507
4085,1255858
4086,1347104
4087,1552426
4088,1580162
4089,1601489
4090,1535610
4091,7195
4092,1665337
4093,1321194
4094,1481986
4095,1542943
4096,1481669
4097,1390205
4098,1563530
4099,1620822
